Caminho Original,É da Rádio?,Programa Identificado,Destino Proposto
G:\Meu Drive\GG\2.jpeg,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Imagens_e_Videos
G:\Meu Drive\GG\3.jpeg,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Imagens_e_Videos
G:\Meu Drive\GG\4.jpeg,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Imagens_e_Videos
G:\Meu Drive\GG\5.jpeg,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Imagens_e_Videos
G:\Meu Drive\procuração\20260512-1031.jpg,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Imagens_e_Videos
G:\Meu Drive\procuração\20260512-1033.jpg,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Imagens_e_Videos
G:\Meu Drive\EDITADOS\NJUD_1831_09-03-2026.mp3,SIM,NJUD,H:\Meu Drive\02_PRODUCAO/NJUD
G:\Meu Drive\EDITADOS\NJUD_1828_04-03-2026.mp3,SIM,NJUD,H:\Meu Drive\02_PRODUCAO/NJUD
G:\Meu Drive\EDITADOS\NJUD_1829_05-03-2026.mp3,SIM,NJUD,H:\Meu Drive\02_PRODUCAO/NJUD
G:\Meu Drive\EDITADOS\NJUD_1830_06-03-2026.mp3,SIM,NJUD,H:\Meu Drive\02_PRODUCAO/NJUD
G:\Meu Drive\EDITADOS\NJUD_1827_03-03-2026.mp3,SIM,NJUD,H:\Meu Drive\02_PRODUCAO/NJUD
G:\Meu Drive\EDITADOS\NJUD_1826_02-03-2026.mp3,SIM,NJUD,H:\Meu Drive\02_PRODUCAO/NJUD
G:\Meu Drive\2026\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\05 - MAI - 26\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B3_COPARTICIPACAO_LIMITADA_TEA.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B1_SEMANA_ADOCAO_ASSEMBLEIA.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B9_TRTRN_EMPRESA_PAGARA_INDENIZACAO_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B3_COPARTICIPACAO_LIMITADA_TEA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B2_CONDENACAO_MARCENEIRO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B8_TJRN_CURSO_ADOCAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B10_DPERN_GARANTE_LIMITE_COPARTICIPACAO_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B5_CONSUMIDORA_VENCE_CAUSA_COSERN.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B9_TRTRN_EMPRESA_PAGARA_INDENIZACAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B10_DPERN_GARANTE_LIMITE_COPARTICIPACAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B8_TJRN_CURSO_ADOCAO_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B2_CONDENACAO_MARCENEIRO.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B7_TJRN_NOVA_BIBLIOTECA_TJRN_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B6_ESTAGIO_DIREITO_MOSSORO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B4_RESPONSABILIDADE_EMPRESA_TRANSPORTE_ACIDENTE.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B5_CONSUMIDORA_VENCE_CAUSA_COSERN.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B7_TJRN_NOVA_BIBLIOTECA_TJRN_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B1_SEMANA_ADOCAO_ASSEMBLEIA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B6_ESTAGIO_DIREITO_MOSSORO.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\BOLETIM_RADIO_TJRN_25_05_2026_B4_RESPONSABILIDADE_EMPRESA_TRANSPORTE_ACIDENTE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\B8- TJRN CURSO ADOÇÃO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\B7- TJRN NOVA BIBLIOTECA TJRN  .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\B10- DPERN GARANTE LIMITE COPARTICIPAÇÃO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\B9- TRT RN EMPRESA PAGARÁ INDENIZAÇÃO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\B2- CONDENAÇÃO MARCENEIRO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\B1- SEMANA ADOÇÃO ASSEMBLEIA.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\B3- COPARTICIPAÇÃO LIMITADA TEA.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\B6- ESTÁGIO DIREITO MOSSORÓ.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\B4- RESPONSABILIDADE EMPRESA TRANSPORTE ACIDENTE.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\B5- CONSUMIDORA VENCE CAUSA COSERN.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\25 05 - SEG\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\B5- TJRN CURSO ADOÇÃO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B10_DPERN_REGULAMENTACAO_CANNABIS_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B8_ESMARN_INSCRICOES_CURSO_COMPLIANCE_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B9_OABRN_PANFLETAGEM_FALSO_ADVOGADO_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B4_TJRN_VARA_FAMILIA_SELECAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B7_TJRN_PLANO_SAUDE_INDENIZA_GESTANTE_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B6_TJRN_PODCAST_IA_CIBERSEGURANCA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B9_OABRN_PANFLETAGEM_FALSO_ADVOGADO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B7_TJRN_PLANO_SAUDE_INDENIZA_GESTANTE_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B1_TJRN_ENCERRAMENTO_SEMANA_ADOCAO_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B3_TJRN_CONSUMIDORA_VENCE_ACAO_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B2_TJRN_EMPRESAS_RESPONSABILIZADAS_CARGA_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B1_TJRN_ENCERRAMENTO_SEMANA_ADOCAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B10_DPERN_REGULAMENTACAO_CANNABIS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B3_TJRN_CONSUMIDORA_VENCE_ACAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B4_TJRN_VARA_FAMILIA_SELECAO_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B5_TJRN_CURSO_ADOCAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B2_TJRN_EMPRESAS_RESPONSABILIZADAS_CARGA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B6_TJRN_PODCAST_IA_CIBERSEGURANCA_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B5_TJRN_CURSO_ADOCAO_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\BOLETIM_RADIO_TJRN_26_05_2026_B8_ESMARN_INSCRICOES_CURSO_COMPLIANCE_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\B10- DPERN REGULAMENTAÇÃO CANNABIS .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\B3- TJRN CONSUMIDORA VENCE AÇÃO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\B7- TJRN PLANO SAÚDE INDENIZA GESTANTE .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\B4- TJRN VARA FAMILIA SELEÇÃO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\B8- ESMARN INSCRIÇÕES CURSO COMPLIANCE .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\B1- TJRN ENCERRAMENTO SEMANA ADOÇÃO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\B9- OAB RN PANFLETAGEM FALSO ADVOGADO .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\B2- TJRN EMPRESAS RESPONSABILIZADAS CARGA .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\B6- TJRN PODCAST IA CIBERSEGURANÇA .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\26 05 - TER\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\B5- TJRN LEILÃO 85 IMÓVEIS .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B8_TJRN_BANCO_COMPROVA_USO_CARTAO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B7_TJRN_CONSUMIDORA_INDENIZADA_CANCELAMENTO_VOO.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B4_TJRN_ACESSIBILIDADE_DIGITAL_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B2_TJRN_ESTADO_CONDENADO_OPERACAO_POLICIAL.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B5_TJRN_LEILAO_85_IMOVEIS_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B8_TJRN_BANCO_COMPROVA_USO_CARTAO.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B10_MPRN_CONDENACAO_BANCO_COBRANCA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B1_TJRN_ESTADO_FORNECER_APARELHO_IDOSA.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B7_TJRN_CONSUMIDORA_INDENIZADA_CANCELAMENTO_VOO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B9_TJRN_HOMEM_CONDENADO_PORTE_ILEGAL_ARMA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B5_TJRN_LEILAO_85_IMOVEIS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B6_TJRN_CORREGEDORIA_APRIMORAMENTO_FUNDIARIA_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B10_MPRN_CONDENACAO_BANCO_COBRANCA.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B3_TJRN_TRIBUNAIS_PLANOS_ACAO_JUNHO.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B9_TJRN_HOMEM_CONDENADO_PORTE_ILEGAL_ARMA_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B6_TJRN_CORREGEDORIA_APRIMORAMENTO_FUNDIARIA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B3_TJRN_TRIBUNAIS_PLANOS_ACAO_JUNHO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B1_TJRN_ESTADO_FORNECER_APARELHO_IDOSA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B2_TJRN_ESTADO_CONDENADO_OPERACAO_POLICIAL.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\BOLETIM_RADIO_TJRN_27_05_2026_B4_TJRN_ACESSIBILIDADE_DIGITAL_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\B10- MPRN CONDENAÇÃO BANCO COBRANÇA.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\B1- TJRN ESTADO FORNECER APARELHO IDOSA.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\B8- TJRN BANCO COMPROVA USO CARTÃO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\B7- TJRN CONSUMIDORA INDENIZADA CANCELAMENTO VOO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\B3- TJRN TRIBUNAIS PLANOS AÇÃO JUNHO.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\B4- TJRN ACESSIBILIDADE DIGITAL .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\B6- TJRN CORREGEDORIA APRIMORAMENTO FUNDIÁRIA .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\B2- TJRN ESTADO CONDENADO OPERAÇÃO POLICIAL.gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\B9- TJRN HOMEM CONDENADO PORTE ILEGAL ARMA .gdoc,SIM,DESCONHECIDO,H:\Meu Drive\01_ROTEIROS/DESCONHECIDOS
G:\Meu Drive\2026 (1)\05 - MAI - 26\27 05 - QUA\desktop.ini,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Outros
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B10_TRTRN_SEMANA_MEIO_AMBIENTE_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B7_TJRN_PLATAFORMA_PAGAMENTOS_BLOQUEIA_VALORES.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B6_ESMARN_INSCRICOES_PLANILHAS_ELETRONICAS_.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B6_TJRN_COOPERACAO_TECNICA.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B4_TJRN_DEFINE_SULAMITA_MEMBRO_TRE_RN.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B5_TJRN_PROJETO_PREMIO_INNOVARE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B3_TJRN_NOVA_VERSAO_PJE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B5_TJRN_PROJETO_PREMIO_INNOVARE.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B1_TJRN_MANTEM_NEGATIVA_CADASTRO.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
G:\Meu Drive\2026 (1)\05 - MAI - 26\28 05 - QUI\BOLETIM_RADIO_TJRN_28_05_2026_B2_TJRN_VARA_ASSU_INTERINO.txt,SIM,BOLETIM,H:\Meu Drive\01_ROTEIROS/BOLETINS
